,CustomerID,recency,frequency,monetary_value,Quantity,Country,R_Quartile,F_Quartile,M_Quartile,RFMClass,Total Score
305,12721,31,161,2656.13,1959,France,2,1,1,211,4
306,12722,85,53,997.63,566,France,3,2,2,322,7
307,12723,3,69,725.07,434,France,1,2,2,122,5
308,12724,5,53,1031.41,445,France,1,2,2,122,5
309,12725,371,24,427.8,164,Italy,4,3,3,433,10
310,12726,28,124,2609.1,3143,France,2,1,1,211,4
311,12727,10,139,3980.7,2098,France,1,1,1,111,3
312,12728,71,46,836.3299999999999,419,France,3,2,2,322,7
313,12729,113,26,453.0100000000001,233,France,3,3,3,333,9
314,12731,23,274,18895.91,8437,France,2,1,1,211,4
315,12732,179,12,236.26000000000005,111,France,4,4,4,444,12
316,12733,234,22,383.9500000000001,137,USA,4,3,3,433,10
317,12734,352,4,110.4,88,France,4,4,4,444,12
318,12735,315,43,779.57,368,France,4,2,2,422,8
319,12736,332,4,234.00000000000003,173,France,4,4,4,444,12
320,12738,372,11,155.35,148,Germany,4,4,4,444,12
321,12739,78,38,1013.04,486,United Arab Emirates,3,3,2,332,8
322,12740,63,27,427.6,342,France,3,3,3,333,9
323,12743,134,131,540.13,315,Unspecified,3,1,3,313,7
324,12744,51,222,21279.29,5241,Singapore,3,1,1,311,5
325,12747,2,103,4196.009999999999,1275,United Kingdom,1,1,1,111,3
326,12748,0,4413,33053.19,25288,United Kingdom,1,1,1,111,3
327,12749,3,199,4090.88,1471,United Kingdom,1,1,1,111,3
328,12750,128,15,275.88,137,Poland,3,4,4,344,11
329,12752,81,53,4366.780000000001,2262,Norway,3,2,1,321,6
330,12753,22,197,21429.39,11421,Japan,2,1,1,211,4
331,12754,235,63,3010.74,6481,Japan,4,2,1,421,7
332,12755,280,4,3811.95,1491,Japan,4,4,1,441,9
333,12756,86,4,112.08,144,Japan,3,4,4,344,11
334,12757,15,364,7834.650000000001,2395,Portugal,1,1,1,111,3
335,12758,116,97,2791.59,2135,Portugal,3,2,1,321,6
336,12759,52,95,1531.4400000000005,902,Netherlands,3,2,2,322,7
337,12762,7,69,1898.5200000000004,1227,Portugal,1,2,1,121,4
338,12763,138,18,494.08,316,Japan,3,3,3,333,9
339,12764,316,45,1693.88,386,Lebanon,4,2,1,421,7
340,12766,3,310,6989.63,3646,Portugal,1,1,1,111,3
341,12769,238,32,1143.6,356,Brazil,4,3,2,432,9
342,12770,210,12,1351.4499999999998,743,Japan,4,4,2,442,10
343,12772,59,55,892.4700000000001,556,Portugal,3,2,2,322,7
344,12775,17,66,1386.0400000000002,877,Netherlands,1,2,2,122,5
345,12778,19,50,822.23,825,Netherlands,2,2,2,222,6
346,12779,37,149,3981.36,2024,Poland,2,1,1,211,4
347,12781,63,25,826.74,671,Czech Republic,3,3,2,332,8
348,12782,4,103,2330.9200000000005,1086,Portugal,1,1,1,111,3
349,12783,2,84,2225.91,624,Portugal,1,2,1,121,4
350,12784,9,57,532.8199999999999,280,Portugal,1,2,3,123,6
351,12785,364,14,311.95,131,Portugal,4,4,3,443,11
352,12787,9,20,463.66,261,Netherlands,1,3,3,133,7
353,12789,65,4,91.85,4,Netherlands,3,4,4,344,11
354,12790,192,21,324.9200000000001,166,Netherlands,4,3,3,433,10
355,12791,373,2,192.6,97,Netherlands,4,4,4,444,12
356,12792,256,25,400.54,217,Portugal,4,3,3,433,10
357,12793,334,24,545.48,295,Portugal,4,3,3,433,10
358,12794,53,45,860.41,592,Portugal,3,2,2,322,7
359,12795,18,14,430.48,68,Portugal,2,4,3,243,9
360,12797,365,13,254.03,118,Portugal,4,4,4,444,12
361,12798,10,8,6977.04,5256,Japan,1,4,1,141,6
362,12802,186,25,427.58,314,Netherlands,4,3,3,433,10
363,12808,36,28,483.65,188,Portugal,2,3,3,233,8
364,12809,177,25,489.31,220,Portugal,4,3,3,433,10
365,12811,260,31,514.8499999999999,230,Portugal,4,3,3,433,10
366,12812,44,15,229.64,164,Japan,2,4,4,244,10
367,12814,101,2,125.92,49,Poland,3,4,4,344,11
368,12815,147,47,1063.46,379,Poland,4,2,2,422,8
369,12816,95,29,572.2,128,Poland,3,3,3,333,9
370,12817,281,4,166.04,53,Austria,4,4,4,444,12
371,12818,261,14,1542.08,929,Austria,4,4,2,442,10
372,12820,3,59,942.34,722,United Kingdom,1,2,2,122,5
373,12821,214,6,92.72,70,United Kingdom,4,4,4,444,12
374,12822,70,46,948.8800000000002,550,United Kingdom,3,2,2,322,7
375,12823,74,5,1759.5,230,United Kingdom,3,4,1,341,8
376,12824,59,25,397.12,232,United Kingdom,3,3,3,333,9
377,12826,2,91,1474.72,1058,United Kingdom,1,2,2,122,5
378,12827,5,25,430.15,197,United Kingdom,1,3,3,133,7
379,12828,2,56,1018.71,494,United Kingdom,1,2,2,122,5
380,12829,336,11,293.0,376,United Kingdom,4,4,4,444,12
381,12830,37,38,6814.640000000001,9848,United Kingdom,2,3,1,231,6
382,12831,262,9,215.05,135,United Kingdom,4,4,4,444,12
383,12832,32,27,383.03,195,United Kingdom,2,3,3,233,8
384,12833,145,24,417.38,156,United Kingdom,4,3,3,433,10
385,12834,282,18,312.38,110,United Kingdom,4,3,3,433,10
386,12836,59,174,2610.36,1062,United Kingdom,3,1,1,311,5
387,12837,173,12,134.1,24,United Kingdom,4,4,4,444,12
388,12838,33,120,671.95,355,United Kingdom,2,1,2,212,5
389,12839,2,314,5591.42,3807,United Kingdom,1,1,1,111,3
390,12840,143,113,2726.77,1511,United Kingdom,4,1,1,411,6
391,12841,4,414,3991.58,2720,United Kingdom,1,1,1,111,3
392,12842,70,34,1118.99,547,United Kingdom,3,3,2,332,8
393,12843,65,103,1702.2600000000002,781,United Kingdom,3,1,1,311,5
394,12844,29,52,325.96,125,United Kingdom,2,2,3,223,7
395,12845,267,27,354.09,204,United Kingdom,4,3,3,433,10
396,12847,22,84,843.6399999999999,873,United Kingdom,2,2,2,222,6
397,12849,31,48,1010.29,597,United Kingdom,2,2,2,222,6
398,12851,96,47,131.80999999999997,106,United Kingdom,3,2,4,324,9
399,12852,294,17,311.55,149,United Kingdom,4,4,3,443,11
400,12853,134,78,1957.1000000000004,800,United Kingdom,3,2,1,321,6
401,12854,78,109,1316.2500000000002,626,United Kingdom,3,1,2,312,6
402,12855,372,3,38.1,30,United Kingdom,4,4,4,444,12
403,12856,7,311,2170.78,1076,United Kingdom,1,1,1,111,3
404,12857,210,46,1106.4,343,United Kingdom,4,2,2,422,8
405,12863,52,5,521.2,188,United Kingdom,3,4,3,343,10
406,12864,138,3,147.12,216,United Kingdom,3,4,4,344,11
407,12865,26,95,1568.23,925,Austria,2,2,2,222,6
408,12866,283,26,559.12,171,Belgium,4,3,3,433,10
409,12867,26,534,4009.34,4284,United Kingdom,2,1,1,211,4
410,12868,185,107,1607.0600000000002,928,United Kingdom,4,1,2,412,7
411,12871,84,11,380.64,200,United Kingdom,3,4,3,343,10
412,12872,326,66,599.9700000000001,319,United Kingdom,4,2,3,423,9
413,12873,282,4,374.0,128,United Kingdom,4,4,3,443,11
414,12875,143,2,343.2300000000001,2019,United Kingdom,4,4,3,443,11
415,12876,57,85,2218.020000000001,1941,Belgium,3,2,1,321,6
416,12877,3,154,1535.7700000000002,1178,United Kingdom,1,1,2,112,4
417,12878,236,47,854.99,547,United Kingdom,4,2,2,422,8
418,12879,44,10,573.22,370,United Kingdom,2,4,3,243,9
419,12881,275,7,298.0,21,United Kingdom,4,4,4,444,12
420,12882,9,13,1463.0399999999995,246,United Kingdom,1,4,2,142,7
421,12883,24,42,703.47,196,United Kingdom,2,2,2,222,6
422,12884,88,7,309.05000000000007,43,United Kingdom,3,4,3,343,10
423,12885,63,71,1175.2199999999998,655,United Kingdom,3,2,2,322,7
424,12886,67,82,1378.4,770,United Kingdom,3,2,2,322,7
425,12888,214,5,354.12,76,United Kingdom,4,4,3,443,11
426,12890,24,79,376.72,256,United Kingdom,2,2,3,223,7
427,12891,185,3,331.0,950,United Kingdom,4,4,3,443,11
428,12893,30,31,176.54999999999998,90,United Kingdom,2,3,4,234,9
429,12895,42,22,372.8,210,United Kingdom,2,3,3,233,8
430,12897,204,4,216.5,110,United Kingdom,4,4,4,444,12
431,12901,8,116,17654.539999999997,23075,United Kingdom,1,1,1,111,3
432,12902,264,10,138.67999999999998,66,United Kingdom,4,4,4,444,12
433,12904,18,71,496.06,294,United Kingdom,2,2,3,223,7
434,12906,11,63,2919.81,1749,United Kingdom,1,2,1,121,4
435,12908,176,2,750.0,1200,United Kingdom,4,4,2,442,10
436,12909,39,91,2178.67,1280,United Kingdom,2,2,1,221,5
437,12910,23,75,3075.0400000000004,1692,United Kingdom,2,2,1,221,5
438,12912,2,24,1662.3,670,United Kingdom,1,3,1,131,5
439,12913,4,50,2483.63,1419,United Kingdom,1,2,1,121,4
440,12915,148,22,363.65,93,United Kingdom,4,3,3,433,10
441,12916,138,103,2944.95,1083,United Kingdom,3,1,1,311,5
442,12917,128,2,594.0,120,United Kingdom,3,4,3,343,10
