CustomerID,recency,frequency,monetary_value
12717,151,55,1030.98
12718,71,19,238.25
12719,5,39,644.95
12720,2,354,5781.730000000001
12721,31,161,2656.13
12722,85,53,997.6300000000001
12723,3,69,725.07
12724,5,53,1031.4099999999999
12725,371,24,427.8
12726,28,124,2609.1
12727,10,139,3980.7000000000003
12728,71,46,836.3299999999999
12729,113,26,453.01000000000005
12731,23,274,18895.91
12732,179,12,236.26000000000005
12733,234,22,383.95000000000005
12734,352,4,110.39999999999999
12735,315,43,779.57
12736,332,4,234.00000000000003
12738,372,11,155.35
12739,78,38,1013.0400000000001
12740,63,27,427.59999999999997
12743,134,131,540.13
12744,51,222,21279.29
12747,2,103,4196.009999999999
12748,0,4413,33053.19
12749,3,199,4090.88
12750,128,15,275.88
12752,81,53,4366.780000000001
12753,22,197,21429.39
12754,235,63,3010.7400000000002
12755,280,4,3811.9499999999994
12756,86,4,112.08000000000001
12757,15,364,7834.650000000001
12758,116,97,2791.59
12759,52,95,1531.4400000000003
12762,7,69,1898.5200000000004
12763,138,18,494.08000000000004
12764,316,45,1693.88
12766,3,310,6989.63
12769,238,32,1143.6
12770,210,12,1351.4499999999998
12772,59,55,892.4700000000001
12775,17,66,1386.0400000000002
12778,19,50,822.23
12779,37,149,3981.3599999999997
12781,63,25,826.74
12782,4,103,2330.9200000000005
12783,2,84,2225.91
12784,9,57,532.8199999999999
12785,364,14,311.95
12787,9,20,463.65999999999997
12789,65,4,91.85000000000001
12790,192,21,324.9200000000001
12791,373,2,192.60000000000002
12792,256,25,400.53999999999996
12793,334,24,545.48
12794,53,45,860.41
12795,18,14,430.48
12797,365,13,254.03
12798,10,8,6977.04
12802,186,25,427.58
12808,36,28,483.65000000000003
12809,177,25,489.31
12811,260,31,514.8499999999999
12812,44,15,229.64
12814,101,2,125.92
12815,147,47,1063.46
12816,95,29,572.2
12817,281,4,166.04
12818,261,14,1542.08
12820,3,59,942.34
12821,214,6,92.72
12822,70,46,948.8800000000002
12823,74,5,1759.5
12824,59,25,397.11999999999995
12826,2,91,1474.72
12827,5,25,430.15
12828,2,56,1018.71
12829,336,11,293.0
12830,37,38,6814.640000000001
12831,262,9,215.05
12832,32,27,383.03000000000003
12833,145,24,417.38
12834,282,18,312.38
12836,59,174,2610.3599999999997
12837,173,12,134.1
12838,33,120,671.95
12839,2,314,5591.42
12840,143,113,2726.77
12841,4,414,3991.5800000000004
12842,70,34,1118.99
12843,65,103,1702.2600000000002
12844,29,52,325.96
12845,267,27,354.09
12847,22,84,843.6399999999999
12849,31,48,1010.2900000000001
12851,96,47,131.80999999999997
12852,294,17,311.55
12853,134,78,1957.1000000000004
12854,78,109,1316.2500000000002
12855,372,3,38.1
12856,7,311,2170.7799999999997
12857,210,46,1106.4
12863,52,5,521.2
12864,138,3,147.12
12865,26,95,1568.23
12866,283,26,559.12
12867,26,534,4009.3399999999997
12868,185,107,1607.0600000000002
12871,84,11,380.64000000000004
12872,326,66,599.9700000000001
12873,282,4,374.0
12875,143,2,343.2300000000001
12876,57,85,2218.020000000001
12877,3,154,1535.7700000000002
12878,236,47,854.99
12879,44,10,573.22
12881,275,7,298.0
12882,9,13,1463.0399999999997
12883,24,42,703.47
12884,88,7,309.05000000000007
12885,63,71,1175.2199999999998
12886,67,82,1378.3999999999999
12888,214,5,354.12
12890,24,79,376.71999999999997
12891,185,3,331.0
12893,30,31,176.54999999999998
12895,42,22,372.8
12897,204,4,216.5
12901,8,116,17654.539999999997
12902,264,10,138.67999999999998
12904,18,71,496.06
12906,11,63,2919.81
12908,176,2,750.0
12909,39,91,2178.67
12910,23,75,3075.0400000000004
12912,2,24,1662.3
12913,4,50,2483.6299999999997
12915,148,22,363.65
12916,138,103,2944.95
12917,128,2,594.0
12919,8,50,1335.19
12920,17,27,162.77999999999997
12921,9,720,16587.09
12922,161,28,405.38
12923,64,28,172.81999999999996
12924,88,30,933.7000000000002
12925,4,45,694.05
12928,35,84,2062.7
12929,311,8,117.85
12930,78,25,415.8
12931,21,82,42055.96
12933,24,106,607.53
12935,2,129,2160.7
12936,17,62,1063.8999999999999
12937,15,120,1504.2700000000002
12938,25,9,114.13999999999999
12939,64,47,11581.800000000001
12940,54,96,899.69
12942,131,70,675.6
12944,35,30,604.5099999999999
12945,288,23,462.95000000000005
12947,143,97,1603.99
12948,16,116,2064.95
12949,30,215,4167.22
12950,2,23,1843.0
12951,8,63,1064.07
12952,5,79,1387.79
12953,9,17,329.85
12955,1,180,4757.160000000001
12956,306,19,108.07
12957,9,238,4017.54
12962,7,16,266.39
12963,8,95,1856.63
12965,89,108,769.8100000000001
12966,9,10,160.18
12967,358,19,1660.9
12968,112,5,135.95
12970,7,129,405.47
12971,3,305,11189.91
12974,197,8,144.8
12976,211,22,738.6
12977,156,9,39.24
12980,157,20,7374.9
12981,29,20,372.2199999999999
12982,242,28,390.53999999999996
12984,18,4,97.5
12985,0,76,1239.3799999999999
12987,73,28,558.7
12988,292,83,505.82000000000005
12989,3,64,6924.110000000001
12990,31,13,409.5000000000001
12991,23,31,503.76000000000005
12993,23,27,414.75999999999993
12994,4,61,974.42
12995,85,3,211.32
12997,22,59,1226.89
12999,196,28,455.88
13000,106,31,534.8500000000001
13001,4,337,9785.970000000001
13002,318,7,120.94999999999999
13003,105,6,149.05
13004,11,404,5655.91
13005,173,26,513.6999999999999
13006,56,4,81.57
13008,323,14,229.47000000000003
13011,372,3,50.550000000000004
13012,9,88,1646.84
13013,1,219,4810.94
13014,10,110,3466.2799999999997
13015,53,175,3339.6400000000003
13016,73,47,789.8899999999999
13017,7,1,204.0
13018,16,458,7277.700000000001
13021,4,131,2616.38
13023,64,40,689.9000000000001
13026,1,40,975.36
13027,113,26,6912.0
13028,22,45,661.3200000000002
13029,30,10,1247.5
13030,11,92,752.4399999999999
13032,52,71,1010.1800000000002
13033,357,11,190.54999999999998
13034,54,37,642.7700000000001
13035,73,27,921.88
13037,138,48,881.07
13038,80,28,908.46
13040,8,43,676.99
13043,273,13,516.4200000000001
13044,291,33,560.47
13045,99,18,305.28
13046,30,35,629.31
13047,31,172,3237.54
13048,14,135,1819.4099999999999
13049,64,14,656.6800000000002
13050,14,403,5836.860000000001
13052,212,18,348.15000000000003
13055,78,76,1214.41
13058,24,8,271.4
13059,249,8,183.4
13060,253,15,307.53000000000003
13061,72,10,248.61
13062,191,11,346.98
13064,12,68,1105.5900000000001
13065,373,14,205.85999999999999
13066,24,48,470.79999999999995
13067,82,15,115.46000000000001
13068,10,2,344.0
13069,0,424,4431.4400000000005
13070,192,9,228.8
13072,266,7,177.14999999999998
13075,129,22,919.6100000000001
13077,1,111,728.0200000000001
13078,3,358,12627.939999999999
13079,4,6,220.09999999999997
13080,179,6,58.08
13081,11,1028,28337.379999999997
13082,126,73,3613.6299999999997
13083,4,18,303.75
13085,157,22,416.08000000000004
13089,2,1814,58762.08
13090,8,155,8910.819999999998
13091,28,21,345.82000000000005
13092,70,25,477.83000000000004
13093,275,159,7832.470000000001
13094,21,24,1927.3200000000002
13095,70,6,74.4
13097,32,421,6003.22
13098,1,572,28882.44
13099,99,1,207.35999999999999
13101,234,8,101.19
13102,1,304,6424.089999999999
13103,39,8,243.94
13104,3,20,1098.48
13106,133,1,76.5
13107,44,58,1531.6200000000003
13108,372,10,350.05999999999995
13109,59,47,786.54
13110,31,145,1488.67
13113,0,201,12245.96
13115,11,120,2294.7799999999997
13116,138,30,501.14
13117,21,76,984.9100000000001
13118,19,79,1197.81
13120,238,1,30.599999999999998
13121,269,50,283.72999999999996
13122,94,55,922.39
13124,89,222,3756.33
13126,4,140,2099.64
13127,77,15,259.16999999999996
13130,94,2,64.0
13131,23,44,1073.2999999999997
13132,261,3,77.3
13133,273,7,109.80000000000001
13134,85,98,1793.5800000000002
13135,196,1,3096.0
13136,56,127,2607.6099999999997
13137,10,687,3603.29
13138,22,63,962.39
13139,16,170,5064.9400000000005
13140,108,45,422.47
13141,84,135,2388.75
13142,19,23,307.0899999999999
13144,332,3,110.94999999999999
13145,39,6,618.52
13146,26,17,228.91
13147,10,4,712.8000000000001
13148,29,312,3683.26
13149,14,86,1676.0600000000002
13151,295,74,1257.8700000000003
13153,5,15,486.22
13155,33,85,971.7600000000002
13157,49,87,1741.2199999999998
13158,94,79,1201.06
13159,8,120,1429.3500000000001
13160,22,4,91.8
13161,313,8,112.75
13162,122,79,1688.2899999999997
13165,46,42,1021.48
13166,283,41,417.20000000000005
13167,18,65,791.3299999999999
13168,36,126,1299.5900000000001
13169,63,13,712.88
13170,26,30,108.81
13171,21,46,468.40999999999997
13173,4,43,353.65000000000003
13174,16,293,2742.8200000000006
13176,46,67,481.49000000000007
13177,64,17,282.45
13178,26,265,5725.469999999999
13182,45,11,121.18
13183,7,94,3957.7800000000007
13184,14,179,1668.95
13185,267,1,71.4
13186,39,79,1575.89
13187,337,37,236.01999999999998
13188,11,2,114.60000000000001
13189,18,29,260.67999999999995
13192,95,63,911.9400000000002
13193,61,25,112.08
13194,135,3,60.7
13196,11,110,1797.78
13198,10,226,3401.24
13199,3,119,9817.119999999999
13200,19,46,870.0900000000001
13203,9,57,869.4599999999999
13207,15,8,250.26000000000002
13208,58,148,1217.6499999999999
13209,30,321,5891.61
13210,93,22,353.48
13211,10,55,1095.4199999999996
13212,19,141,786.83
13213,56,90,1520.58
13216,267,5,333.74
13217,122,4,533.98
13218,127,5,62.64
13220,78,21,819.29
13221,240,66,847.4100000000001
13223,200,5,163.20000000000002
13224,60,108,2155.9499999999994
13225,3,32,6463.84
13226,273,16,108.21
13227,201,9,257.7
13228,81,2,358.0
13229,225,10,160.95
13230,4,587,2755.6299999999997
13232,12,202,1328.35
13233,74,43,605.1199999999999
13235,212,58,1031.0700000000002
13236,24,36,744.85
13238,17,31,700.7299999999999
13239,261,22,329.56
13240,96,67,663.6500000000001
13242,112,13,270.40000000000003
13243,203,57,585.12
13244,92,27,121.74
13245,50,16,430.5
13246,18,136,1961.52
13247,17,25,501.11999999999995
13248,124,26,465.67999999999995
13249,92,23,711.41
13253,156,36,1030.3999999999999
13255,9,13,399.51
13256,14,1,0.0
13258,11,36,672.83
13259,61,81,283.18
13260,61,8,557.62
13261,268,9,944.1
13262,263,11,200.29
13263,1,1667,7436.93
13265,53,90,2092.6600000000003
13266,11,187,3834.26
13267,2,211,4521.49
13268,17,433,3174.75
13269,1,315,5343.280000000001
13270,366,1,590.0
13271,37,87,211.48999999999992
13272,31,15,276.56000000000006
13273,113,16,138.98
13276,63,30,590.93
13277,15,8,258.4
13278,40,46,542.73
13279,78,9,137.75
13280,122,82,798.46
13282,18,37,1132.14
13283,59,7,93.66
13284,330,13,201.19
13285,23,187,2709.1200000000003
13291,155,42,361.11
13292,38,31,578.9399999999999
13294,189,54,873.74
13295,359,10,201.2
13296,137,5,87.4
13297,7,59,2089.85
13298,1,2,360.0
13299,268,5,142.5
13300,169,20,371.89
13301,103,81,618.09
13302,155,1,63.75
13304,351,21,300.41999999999996
13305,4,81,2000.8599999999997
13307,120,1,15.0
13308,22,54,1385.51
13309,7,107,1456.79
13310,28,72,1132.0300000000002
13311,4,26,598.57
13313,22,78,1555.32
13314,1,62,775.94
13316,37,86,5732.93
13317,66,124,2273.6800000000003
13318,1,20,640.7600000000001
13319,5,476,10845.55
13320,78,105,1532.1999999999998
13321,72,11,567.36
13322,17,25,199.48
13323,3,21,787.8499999999999
13324,36,75,7121.95
13325,81,12,675.3
13327,38,108,3627.77
13328,316,17,1308.48
13329,31,17,789.0
13330,92,53,1140.93
13332,14,21,350.9
13334,82,265,3502.32
13336,77,51,795.1200000000001
13338,157,19,487.02000000000004
13339,200,54,860.12
13340,45,134,10736.48
13341,260,42,775.8499999999999
13343,177,19,353.43
13344,67,116,2511.6900000000005
13345,287,20,389.5
13347,70,8,341.36
13348,64,14,233.76
13349,10,16,247.32
13350,16,40,979.12
13351,66,16,373.94
13352,60,24,397.97999999999996
13354,71,51,743.5300000000001
13355,122,32,674.7
13356,80,42,768.2400000000001
13357,257,89,609.4000000000001
13358,268,29,439.03000000000003
13359,63,23,439.55999999999995
13362,9,166,3090.7400000000002
13363,17,60,992.5
13364,71,10,134.96
13365,33,128,2225.37
13366,50,1,56.160000000000004
13368,256,29,623.4
13369,365,14,308.28
13370,371,39,754.8700000000001
13372,89,23,378.63999999999993
13373,60,158,3312.2500000000005
13375,88,37,778.65
13376,99,53,1019.76
13379,26,97,572.56
13381,31,172,3639.31
13382,280,15,222.99
13384,30,152,4151.93
13385,329,35,534.5699999999999
13388,131,35,677.1
13389,11,51,797.9599999999999
13390,74,13,544.08
13391,203,1,59.8
13394,1,155,2520.0200000000004
13395,185,21,307.71999999999997
13396,29,43,1360.99
13397,72,38,1544.1299999999999
13398,192,26,457.34000000000003
13402,127,39,621.2300000000002
13403,17,3,75.0
13404,1,11,252.49
13405,74,27,572.4509999999999
13408,1,478,28117.04
13410,24,28,1003.0600000000002
13411,107,18,213.55
13414,133,24,1390.5
13416,43,19,712.5
13417,4,28,640.83
13418,11,304,6127.43
13419,63,16,221.06
13420,149,8,159.85
13421,40,102,1833.7099999999998
13422,64,127,2626.3
13425,108,78,1624.2100000000003
13426,0,157,3641.3199999999997
13427,19,29,582.6
13428,10,71,201.78
13429,10,67,1006.7999999999998
13430,18,49,679.4499999999999
13431,67,46,1269.1
13434,74,10,534.24
13435,5,101,3809.89
13436,1,12,196.88999999999996
13437,14,167,3408.0600000000004
13439,255,54,283.71
13441,91,13,296.64000000000004
13447,23,59,1129.1400000000003
13448,16,194,3534.6900000000005
13449,23,19,291.88000000000005
13450,26,71,2043.72
13451,26,433,2898.2599999999998
13452,259,2,590.0
13453,165,17,356.97999999999996
13455,24,46,1058.3400000000001
13456,17,63,1766.72
13458,7,382,9646.57
13460,29,17,183.44
13461,38,27,1445.0000000000002
13462,252,9,151.5
13464,58,41,674.6800000000001
13466,184,17,307.90000000000003
13467,10,98,1071.91
13468,1,302,5704.969999999999
13470,99,10,165.0
13471,1,254,2501.84
13473,60,21,422.64000000000004
13474,236,62,226.83999999999995
13475,191,86,1431.7800000000002
13476,178,58,1238.47
13477,37,79,1454.5800000000002
13479,200,15,300.95
13481,45,109,1804.5600000000002
13482,232,11,184.64
13483,65,10,140.34
13484,241,8,313.8
13485,233,23,454.24
13486,78,69,1122.4099999999999
13487,57,34,575.4000000000001
13488,17,422,8968.31
13489,105,14,449.52
13491,51,86,1215.8199999999997
13492,136,50,1269.84
13493,275,8,618.63
13494,311,18,316.26000000000005
13495,7,48,2044.87
13496,10,35,653.3299999999999
13497,282,19,348.04999999999995
13499,17,42,1159.11
13500,23,65,1166.77
13501,288,52,1340.32
13502,16,18,291.99999999999994
13503,71,17,216.85000000000002
13504,64,22,295.93000000000006
13505,72,215,4393.63
13506,316,26,458.52
13507,3,162,2479.16
13508,243,12,110.97000000000003
13509,8,44,979.72
13510,1,115,1791.56
13512,260,15,251.20999999999998
13513,126,10,205.09999999999997
13514,73,4,152.20000000000002
13515,72,59,891.12
13516,21,44,1389.4100000000003
13517,59,141,2128.42
13518,85,36,627.1600000000001
13519,78,8,122.75
13520,58,93,3624.3499999999995
13521,1,418,1071.73
13522,30,5,125.80000000000001
13523,33,172,3964.88
13524,40,27,680.1800000000001
13525,14,6,628.78
13527,33,217,2242.36
13529,78,15,307.76
13531,205,22,483.80000000000007
13532,33,66,210.30999999999995
13533,182,75,269.09000000000003
13534,2,296,5870.08
13536,1,178,3444.39
13538,43,25,1280.8500000000001
13539,85,37,631.34
13544,39,78,276.06
13546,12,97,621.09
13548,96,123,678.16
13549,25,51,918.1999999999999
13551,319,4,91.80000000000001
13552,66,109,3740.0699999999997
13555,73,135,4098.88
13557,28,34,584.06
13558,5,169,594.52
13560,7,32,171.42
13561,215,14,141.86
13562,81,82,1799.33
13563,84,49,777.53
13564,144,81,1724.67
13565,19,38,240.22
13566,40,169,856.84
13568,173,43,187.04999999999998
13569,17,79,338.61999999999995
13570,243,27,239.49000000000004
13571,12,340,2088.94
13572,205,33,1384.2499999999998
13573,50,25,290.25
13575,23,46,732.07
13576,10,126,6717.34
13577,25,83,1687.6000000000001
13579,14,23,467.0400000000001
13581,309,10,118.0
13583,155,53,781.03
13584,306,24,142.4
13587,63,8,712.4
13588,15,174,2478.95
13589,14,21,379.65000000000003
13590,11,87,1981.9199999999994
13591,64,58,1117.1299999999997
13592,35,16,247.95999999999998
13593,108,127,2011.8800000000006
13594,52,26,396.97
13596,5,146,664.11
13598,47,35,160.04000000000005
13599,1,246,5149.92
13600,312,19,219.51999999999998
13601,45,99,693.32
13602,64,23,428.89
13603,26,27,164.34
13606,29,40,276.75
13607,40,97,675.5100000000001
13610,12,215,1082.33
13611,89,72,1154.4
13614,24,195,1585.46
13615,318,23,417.6900000000001
13617,40,44,544.1800000000001
13618,173,13,177.34
13621,116,19,213.85
13623,30,78,727.7399999999999
13626,252,19,257.22999999999996
13627,59,92,1638.47
13629,23,59,7792.360000000001
13630,5,71,2031.7800000000002
13631,99,11,3070.42
13632,24,145,2118.9300000000003
13634,33,186,1547.3599999999997
13635,67,62,1071.03
13636,36,63,949.12
13637,52,99,804.3
13638,15,8,122.64
13639,74,40,1033.3400000000001
13642,215,57,312.28000000000003
13643,31,28,519.44
13644,16,146,2624.26
13645,120,5,252.1
13647,9,78,1648.1200000000003
13649,256,23,346.6
13650,16,96,1836.3400000000001
13651,35,6,94.2
13652,45,63,1095.08
13654,43,166,2707.33
13655,114,56,932.97
13656,164,49,379.65000000000003
13657,10,16,382.14
13658,9,108,2639.1700000000005
13659,205,103,1563.0
13662,85,52,881.26
13663,179,13,189.46999999999997
13666,60,12,84.65
13667,149,83,299.04999999999995
13668,2,463,6309.83
13669,50,9,218.55
13670,75,25,349.7
13672,301,6,186.39
13673,18,60,387.44000000000005
13675,151,25,486.82000000000005
13678,151,16,232.6
13680,1,194,3719.12
13681,17,57,827.83
13682,187,3,59.5
13684,285,29,65.13000000000001
13685,2,39,3119.44
13686,182,8,72.0
13689,63,6,910.0
13690,59,9,172.25
13692,24,53,1488.32
13694,3,568,65039.619999999995
13695,31,90,2504.13
13697,38,12,151.3
13699,155,14,308.58
13700,26,194,2248.63
13703,318,1,99.5
13704,5,134,2308.0600000000004
13705,7,28,711.86
13706,302,20,330.79
13707,267,48,806.41
13708,271,49,285.3299999999999
13709,3,335,6307.650000000001
13710,31,8,180.48
13711,218,13,252.06000000000003
13712,246,10,228.83999999999997
13715,281,104,1077.3899999999999
13716,269,21,138.28
13717,32,102,1445.0100000000002
13718,246,12,306.55
13719,15,60,1041.68
13720,116,43,799.9
13721,36,28,524.1400000000001
13722,131,85,2375.41
13723,217,6,199.85000000000002
13725,49,104,1980.56
13726,38,42,1079.6599999999999
13727,28,20,333.48
13728,36,63,1016.1400000000001
13730,135,43,752.6
13731,219,38,610.59
13732,28,33,491.86000000000007
13735,24,195,2883.5399999999995
13736,5,190,729.8
13737,200,30,339.6
13739,18,3,216.9
13740,240,23,350.75
13741,71,34,668.4300000000001
13742,16,313,3107.8700000000003
13743,2,41,1341.6
13744,95,63,1080.52
13745,162,25,300.03999999999996
13747,373,1,79.6
13748,95,28,948.2499999999999
13750,53,24,1647.26
13751,288,9,296.25
13752,124,75,1175.3799999999999
13753,287,35,741.26
13754,151,12,282.6
13755,3,321,2108.06
13756,2,142,5189.52
13758,11,117,3190.55
13759,33,25,659.41
13760,54,57,286.78999999999996
13761,50,70,1070.65
13762,218,7,306.72
13763,63,15,1714.9599999999998
13764,70,207,1519.42
13767,2,368,17220.36
13769,2,135,2796.51
13771,64,119,2634.45
13772,33,173,1122.63
13774,81,22,345.0
13777,0,197,25977.160000000003
13778,103,9,178.7
13780,7,57,360.01000000000005
13781,250,17,127.84
13782,12,113,908.8599999999999
13784,9,31,2462.7899999999995
13786,367,7,230.4
13787,75,31,309.04
13790,4,45,348.79999999999995
